0.02,0,0,0
0.04,0,0,0
0.1990364,0,0,0
0.2342473,0,0,0
0.2525631,0,0,0
0.2583761,0,0,0
0.2621158,0,0,0
0.2673999,0,0,0
0.2705626,0,0,0
0.2742127,0,0,0
0.2785432,0,0,0
0.2823588,0,0,0
0.2876201,0,0,0
0.2908101,0,0,0
0.2939473,0,0,0
0.2971971,0,0,0
0.2999792,0,0,0
0.3028674,0,0,0
0.3070984,0,0,0
0.3096496,0,0,0
0.312506,0,0,0
0.3151273,0,0,0
0.3180251,0,0,0
0.320658,0,0,0
0.3249834,0,0,0
0.3277034,0,0,0
0.3307047,0,0,0
0.3332316,0,0,0
0.3360988,0,0,0
0.3386359,0,0,0
0.3413979,0,0,0
0.3465284,0,0,0
0.3492059,0,0,0
0.3519845,0,0,0
0.3545472,0,0,0
0.3571487,0,0,0
0.3597657,0,0,0
0.3626795,0,0,0
0.3669529,0,0,0
0.3696456,0,0,0
0.3722703,0,0,0
0.3747603,0,0,0
0.3775732,0,0,0
0.3804543,0,0,0
0.3847812,0,0,0
0.3875759,0,0,0
0.39016,0,0,0
0.3927355,0,0,0
0.3955816,0,0,0
0.3981839,0,0,0
0.4007372,0,0,0
0.4066903,0,0,0
0.4091647,0,0,0
0.4120586,0,0,0
0.4147652,0,0,0
0.4173695,0,0,0
0.4200631,0,0,0
0.4243113,0,0,0
0.4269691,0,0,0
0.4299888,0,0,0
0.4330003,0,0,0
0.4356387,0,0,0
0.4381532,0,0,0
0.440627,0,0,0
0.4449206,0,0,0
0.4479623,0,0,0
0.4505655,0,0,0
0.4532521,0,0,0
0.4558709,0,0,0
0.4584767,0,0,0
0.4612335,0,0,0
0.4656867,0,0,0
0.4682889,0,0,0
0.4709422,0,0,0
0.4734256,0,0,0
0.4760568,0,0,0
0.4789189,0,0,0
0.4815424,0,0,0
0.4859887,0,0,0
0.4885339,0,0,0
0.4910602,0,0,0
0.4935504,0,0,0
0.4964683,0,0,0
0.4990691,0,0,0
0.5018553,0,0,0
0.5062953,0,0,0
0.5089771,0,0,0
0.5119684,0,0,0
0.5146728,0,0,0
0.5172343,0,0,0
0.5200645,0,0,0
0.524551,0,0,0
0.5271429,0,0,0
0.5300194,0,0,0
0.5329799,0,0,0
0.5356004,0,0,0
0.5382617,0,0,0
0.5407321,0,0,0
0.5451862,0,0,0
0.5480919,0,0,0
0.5506386,0,0,0
0.5532433,0,0,0
0.5558468,0,0,0
0.5583583,0,0,0
0.5611334,0,0,0
0.5656112,0,0,0
0.5683944,0,0,0
0.5710698,0,0,0
0.5736325,0,0,0
0.576149,0,0,0
0.5789168,0,0,0
0.5815345,0,0,0
0.5859808,0,0,0
0.5885392,0,0,0
0.591046,0,0,0
0.5936541,0,0,0
0.5966709,0,0,0
0.5998537,0,0,0
0.6027781,0,0,0
0.608987,0,0,0
0.6118152,0,0,0
0.6146014,0,0,0
0.6171581,0,0,0
0.6201813,0,0,0
0.6245124,0,0,0
0.6270838,0,0,0
0.6299895,0,0,0
0.6325613,0,0,0
0.6352513,0,0,0
0.6377606,0,0,0
0.6403394,0,0,0
0.6449412,0,0,0
0.6475577,0,0,0
0.6501779,0,0,0
0.6528934,0,0,0
0.655459,0,0,0
0.6580316,0,0,0
0.6608564,0,0,0
0.6652816,0,0,0
0.6678507,0,0,0
0.6706691,0,0,0
0.673166,0,0,0
0.6756436,0,0,0
0.6784035,0,0,0
0.6809441,0,0,0
0.685185,0,0,0
0.6879419,0,0,0
0.6904433,0,0,0
0.6929455,0,0,0
0.6961941,0,0,0
0.6987366,0,0,0
